"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","scale.rating","cluster.labels"
"888","Julie Walking Home",2002,118,5000000,7.3,190,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,1,0,1.05873487774871,1
"889","Jumanji",1995,104,65000000,6,14874,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0,0.0533129701402291,1
"890","Jurassic Park III",2001,92,93000000,5.6,20690,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.256047616816226,2
"891","Juror, The",1996,118,44000000,5.3,2920,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.488068057033567,2
"892","Just Looking",1999,97,3000000,6.2,436,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",0,0,1,0,0,0,0,0.207993263618457,1
"893","Just the Ticket",1999,115,12000000,5.5,610,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-0.333387763555339,2
"894","Juwanna Mann",2002,91,15600000,3.9,885,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-1.57083011138116,2
"895","K-19: The Widowmaker",2002,140,100000000,6.6,8292,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.517353850574911,1
"896","K-PAX",2001,120,48000000,7.2,17235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.981394731009594,1
"897","Kama Sutra: A Tale of Love",1996,114,3000000,5.5,1491,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0,-0.333387763555339,2
"898","Kangaroo Jack",2003,89,60000000,3.9,3661,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.57083011138116,2
"899","Kansas City",1996,116,19000000,5.8,1077,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.101367323337998,1
"900","Karakter",1997,122,4500000,7.7,2687,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.36809546470516,1
"901","Kate & Leopold",2001,123,48000000,6.3,8060,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,0.28533341035757,1
"902","Keane",2004,100,850000,6.3,34,0,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,45.5,"R",0,0,0,1,0,0,0,0.28533341035757,1
"903","Keeping the Faith",2000,128,30000000,6.8,11351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,1,0,1,0,0.672034144053138,1
"904","Kejar Amerika",2004,86,100000,6.7,19,24.5,0,0,0,0,14.5,4.5,14.5,14.5,34.5,"PG-13",0,0,0,0,0,0,0,0.594693997314025,1
"905","Kicked in the Head",1997,87,4000000,4.2,271,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,-1.33880967116382,2
"906","Kid, The",2000,104,65000000,6.1,5418,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,1,0,0,0,0.130653116879343,1
"907","Kill Bill: Vol. 1",2003,111,55000000,8.3,65026,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0,1.83213634513984,1
"908","Kill Bill: Vol. 2",2004,136,30000000,8.3,44189,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0,1.83213634513984,1
"909","Killer Eye, The",1999,72,400000,2.2,210,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-2.88561260594609,2
"910","Killers",1997,86,100000,2.8,127,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0,-2.42157172551141,2
"911","Killing Me Softly",2002,104,25000000,5.4,1771,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.410727910294453,2
"912","Kimberly",1999,106,2000000,5.3,231,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,-0.488068057033567,2
"913","King Arthur",2004,140,90000000,6,14272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,0.0533129701402291,1
"914","Kingdom of Heaven",2005,145,130000000,7,6498,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",1,0,0,1,0,0,0,0.826714437531366,1
"915","Kingpin",1996,117,25000000,6.6,10643,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.517353850574911,1
"916","Kinsey",2004,118,11000000,7.6,3225,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"917","Kiss of the Dragon",2001,98,25000000,6.2,7887,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,0.207993263618457,1
"918","Kiss or Kill",1997,96,2000000,6.2,590,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,0,0,0,0,0.207993263618457,1
"919","Kiss the Girls",1997,111,27000000,6.4,9041,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.362673557096684,1
"920","Kiss the Sky",1999,107,6000000,5.6,263,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,0,0,1,0,-0.256047616816226,2
"921","Kissing Jessica Stein",2001,97,1000000,7,4236,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,0.826714437531366,1
"922","Knight's Tale, A",2001,132,41000000,6.5,15006,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0,0.440013703835798,1
"923","Knock Off",1998,91,35000000,3.8,1947,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.64817025812027,2
"924","Kontroll",2003,107,500000,7.8,1174,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,0,0,0,0,0,1.44543561144428,1
"925","Kundun",1997,128,28000000,7.1,4306,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.904054584270479,1
"926","Kung Pow: Enter the Fist",2002,82,10000000,5.1,5871,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"PG-13",1,0,1,0,0,0,0,-0.642748350511794,2
"927","LD 50 Lethal Dose",2003,97,8000000,5,88,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-0.720088497250908,2
"928","Lady of the Lake",1998,82,60000,3.9,46,24.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,0,14.5,"R",0,0,0,0,0,0,0,-1.57083011138116,2
"929","Ladykillers, The",2004,104,35000000,6.4,10580,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,0.362673557096684,1
"930","Lake Placid",1999,82,27000000,5.2,7836,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0,-0.56540820377268,2
"931","Lana's Rain",2002,107,215000,7.1,56,4.5,4.5,4.5,14.5,4.5,4.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"932","Lara Croft Tomb Raider: The Cradle of Life",2003,117,90000000,5.2,9103,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.56540820377268,2
"933","Lara Croft: Tomb Raider",2001,100,80000000,5.2,21861,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.56540820377268,2
"934","Lashou shentan",1992,131,4500000,7.9,6568,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0,1.52277575818339,1
"935","Last Castle, The",2001,131,60000000,6.4,7233,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,0.362673557096684,1
"936","Last Horror Movie, The",2003,80,780000,5.2,409,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,0,0,0,0,-0.56540820377268,2
"937","Last Man Standing",1996,101,67000000,5.7,6751,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.178707470077112,1
"938","Last Orders",2001,109,12000000,7.1,1583,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"939","Last Patrol, The",2000,95,8200000,2.9,236,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",1,0,0,1,0,0,0,-2.3442315787723,2
"940","Last Picture Show, The",1971,118,1300000,8,5340,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.6001159049225,1
"941","Last Resort, The",1997,86,5000000,5,62,4.5,4.5,4.5,4.5,45.5,4.5,4.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,-0.720088497250908,2
"942","Last Samurai, The",2003,154,100000000,7.9,31668,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0,1.52277575818339,1
"943","Last Time I Committed Suicide, The",1997,92,4000000,5.3,530,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.488068057033567,2
"944","Latter Days",2003,107,850000,7.3,1396,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"R",0,0,1,1,0,1,0,1.05873487774871,1
"945","Lawn Dogs",1997,101,8000000,7.5,1856,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.21341517122693,1
"946","Laws of Attraction",2004,90,28000000,5.7,2349,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.178707470077112,1
"947","League of Extraordinary Gentlemen, The",2003,110,78000000,5.4,15647,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.410727910294453,2
"948","Learning Curve, The",2001,113,1000000,5.2,177,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.56540820377268,2
"949","Leaving Las Vegas",1995,111,4000000,7.5,18027,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0,1.21341517122693,1
"950","Legally Blonde",2001,96,18000000,6.4,17572,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.362673557096684,1
"951","Legally Blonde 2: Red, White & Blonde",2003,95,45000000,4.4,6293,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-1.18412937768559,2
"952","Legend of Bagger Vance, The",2000,126,60000000,6.4,7123,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,0.362673557096684,1
"953","Legend of the Mummy",1997,96,2000000,2.4,257,34.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.73093231246786,2
"954","Leggenda del pianista sull'oceano, La",1998,120,9000000,7.6,3599,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"955","Legion of the Dead",2001,92,2700000,3.4,374,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-1.95753084507673,2
"956","Legionnaire",1998,98,35000000,4.5,1773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.10678923094648,2
"957","Lemony Snicket's A Series of Unfortunate Events",2004,108,125000000,6.7,8402,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,0,0,0.594693997314025,1
"958","Lengua asesina, La",1996,98,4000000,4,244,24.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-1.49348996464204,2
"959","Lethal Weapon 4",1998,127,140000000,6.3,17758,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0,0.28533341035757,1
"960","Levity",2003,100,7500000,6.4,1459,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.362673557096684,1
"961","Liar Liar",1997,86,45000000,6.5,22969,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.440013703835798,1
"962","Liberty Stands Still",2002,92,11000000,5.6,1560,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.256047616816226,2
"963","Life",1999,108,75000000,5.8,4857,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,-0.101367323337998,1
"964","Life Aquatic with Steve Zissou, The",2004,118,25000000,7.3,9170,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,1.05873487774871,1
"965","Life Less Ordinary, A",1997,103,12000000,6.4,8209,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,0.362673557096684,1
"966","Life as a House",2001,127,18000000,7.5,7696,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,1.21341517122693,1
"967","Life of David Gale, The",2003,130,50000000,7.1,10580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"968","Light It Up",1999,99,13000000,5.7,856,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.178707470077112,1
"969","Like Mike",2002,99,30000000,4.9,1484,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.797428643990021,2
"970","Lilo & Stitch",2002,86,80000000,7.3,10944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,1,1,1,0,0,0,1.05873487774871,1
"971","Limbo",1999,126,8300000,7.1,2063,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"972","Limey, The",1999,89,9000000,7.2,7732,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.981394731009594,1
"973","Little Black Book",2004,111,35000000,4.7,1894,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,-0.952108937468249,2
"974","Little Nicky",2000,90,80000000,4.9,9485,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.797428643990021,2
"975","Little Secrets",2001,97,2500000,6.9,457,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG",0,0,0,1,0,0,0,0.749374290792253,1
"976","Little Vampire, The",2000,91,22000000,5.6,601,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,-0.256047616816226,2
"977","Livers Ain't Cheap",1997,89,2500000,4.5,81,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.10678923094648,2
"978","Living Out Loud",1998,103,12000000,6.5,1774,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0,0.440013703835798,1
"979","Lizzie McGuire Movie, The",2003,94,17000000,5,2541,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,"PG",0,0,1,0,0,0,0,-0.720088497250908,2
"980","Lolita",1997,137,58000000,6.8,5757,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0,0.672034144053138,1
"981","Lone Star",1996,135,5000000,7.7,8518,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.36809546470516,1
"982","Long Kiss Goodnight, The",1996,120,65000000,6.5,12516,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,1,0,0,0,0.440013703835798,1
"983","Looney Tunes: Back in Action",2003,91,80000000,6.1,2559,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,1,0,0,0,0,0.130653116879343,1
"984","Lord of the Rings: The Fellowship of the Ring, The",2001,208,93000000,8.8,157608,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,"PG-13",1,0,0,0,0,0,0,2.21883707883541,1
"985","Lord of the Rings: The Return of the King, The",2003,251,94000000,9,103631,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,"PG-13",1,0,0,0,0,0,0,2.37351737231364,1
"986","Lord of the Rings: The Two Towers, The",2002,223,94000000,8.8,114797,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",1,0,0,0,0,0,0,2.21883707883541,1
"987","Loser",2000,92,20000000,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.642748350511794,2
"988","Losing Isaiah",1995,111,17000000,6.1,794,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.130653116879343,1
"989","Loss of Sexual Innocence, The",1999,106,4000000,5.3,977,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.488068057033567,2
"990","Lost Highway",1997,135,15000000,7.3,15936,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"991","Lost Souls",2000,97,28000000,4.6,3423,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.02944908420736,2
"992","Lost World: Jurassic Park, The",1997,129,73000000,5.5,28055,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.333387763555339,2
"993","Lost in Space",1998,130,80000000,4.7,15209,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.952108937468249,2
"994","Lost in Translation",2003,102,4000000,8,42450,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"R",0,0,1,1,0,0,0,1.6001159049225,1
"995","Lot Like Love, A",2005,107,30000000,4.6,786,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,-1.02944908420736,2
"996","Love & Basketball",2000,124,15000000,6.7,2093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0,0.594693997314025,1
"997","Love Letter, The",1999,88,15000000,5.2,1258,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-0.56540820377268,2
"998","Love Liza",2002,90,1000000,6.6,1588,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"999","Love Object",2003,88,1000000,6.3,427,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0,0.28533341035757,1
"1000","Love Stinks",1999,94,4000000,5.3,1311,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0,-0.488068057033567,2
"1001","Love Story",1970,99,2200000,6.2,2844,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0,0.207993263618457,1
"1002","Love and Other Catastrophes",1996,78,250000,6.5,783,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,1,0,0,1,0,0.440013703835798,1
"1003","Love's Labour's Lost",2000,93,13000000,5.9,1254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,0,0,1,0,-0.0240271765988843,1
"1004","Lovely & Amazing",2001,91,250000,6.9,1813,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,0.749374290792253,1
"1005","Lover Girl",1997,87,1000000,5.3,102,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,-0.488068057033567,2
"1006","Lucky 13",2004,95,1200000,5.7,151,14.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0,-0.178707470077112,1
"1007","Lucky Break",2001,108,6000000,6.3,707,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.28533341035757,1
"1008","Lucky Numbers",2000,105,65000000,5,2396,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.720088497250908,2
"1009","Luminarias",2000,100,1000000,2.7,381,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0,-2.49891187225052,2
"1010","Lunes al sol, Los",2002,113,4000000,7.8,1466,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0,1.44543561144428,1
"1011","MASH",1970,112,3500000,7.8,14829,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,1.44543561144428,1
"1012","Mad City",1997,115,50000000,6,3965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.0533129701402291,1
"1013","Made",2001,94,5000000,6.5,4487,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.440013703835798,1
"1014","Madhouse",2004,91,3000000,5.4,389,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.410727910294453,2
"1015","Madonna: Truth or Dare",1991,114,4500000,5.5,2660,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,1,0,0,-0.333387763555339,2
"1016","Magnolia",1999,188,37000000,8,45992,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0,1.6001159049225,1
"1017","Maid in Manhattan",2002,105,55000000,4.6,12237,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-1.02944908420736,2
"1018","Mailman, The",2004,85,75000,7,6,14.5,0,0,0,0,0,14.5,34.5,34.5,0,"R",0,0,0,0,0,0,0,0.826714437531366,1
"1019","Majestic, The",2001,156,72000000,6.7,8649,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG",0,0,0,1,0,1,0,0.594693997314025,1
"1020","Major Dundee",1965,152,3800000,6.4,468,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0,0.362673557096684,1
"1021","Malibu's Most Wanted",2003,86,16000000,4.9,2099,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.797428643990021,2
"1022","Mallrats",1995,94,6100000,7.1,22837,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,0.904054584270479,1
"1023","Man Apart, A",2003,110,36000000,5.4,4231,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.410727910294453,2
"1024","Man Who Wasn't There, The",2001,118,20000000,7.7,17028,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,1,1,0,0,0,1.36809546470516,1
"1025","Man from Elysian Fields, The",2001,106,6500000,6.8,1198,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"1026","Man in the Iron Mask, The",1998,132,35000000,6,11127,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,0.0533129701402291,1
"1027","Man of the House",2005,97,40000000,5.2,511,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0,-0.56540820377268,2
"1028","Man on Fire",2004,146,70000000,7.4,14358,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,1.13607502448782,1
"1029","Man on the Moon",1999,118,52000000,7.3,19826,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,1.05873487774871,1
"1030","Man-Thing",2005,96,30000000,3.8,163,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0,-1.64817025812027,2
"1031","Manny & Lo",1996,88,500000,6.9,395,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.749374290792253,1
